avatar_id,avatar_name,gender,preview_image_url,preview_video_url
nik_expressive_20240910,Nik in Black Shirt,male,https://files2.heygen.ai/avatar/v3/Nik_Black_3_0_20240910/preview_target.webp,https://files2.heygen.ai/avatar/v3/Nik_Black_3_0_20240910/preview_target.mp4
nik_blue_expressive_20240910,Nik in Blue Sweater,male,https://files2.heygen.ai/avatar/v3/Nik_Blue_3_0_20240910/preview_target.webp,https://files2.heygen.ai/avatar/v3/Nik_Blue_3_0_20240910/preview_target.mp4
francis_expressive_20240910,Francis in Blazer (Upper Body),male,https://files2.heygen.ai/avatar/v3/Francis_in_Blazer_Front_3_0_20240910/preview_target.webp,https://files2.heygen.ai/avatar/v3/Francis_in_Blazer_Front_3_0_20240910/preview_target.mp4
chad_expressive_20240910,Chad in Blue Shirt (Upper Body),male,https://files2.heygen.ai/avatar/v3/Chad_in_Blue_Shirt_Front_3_0_20240910/preview_target.webp,https://files2.heygen.ai/avatar/v3/Chad_in_Blue_Shirt_Front_3_0_20240910/preview_target.mp4
candace_expressive_20240910,Candace in Pink Blazer (Upper Body),female,https://files2.heygen.ai/avatar/v3/Candace_Pink_Blazer_Front_3_0_20240910/preview_target.webp,https://files2.heygen.ai/avatar/v3/Candace_Pink_Blazer_Front_3_0_20240910/preview_target.mp4
Abigail_standing_office_front,Abigail Office Front,female,https://files2.heygen.ai/avatar/v3/463208b6cad140d2b263535826838e3a_39240/preview_target.webp,https://files2.heygen.ai/avatar/v3/463208b6cad140d2b263535826838e3a_39240/preview_video_target.mp4
Abigail_standing_office_side,Abigail Office Side,female,https://files2.heygen.ai/avatar/v3/9886d46db7f24260bb219c756ca0d759_39250/preview_target.webp,https://files2.heygen.ai/avatar/v3/9886d46db7f24260bb219c756ca0d759_39250/preview_video_target.mp4
Abigail_sitting_sofa_front,Abigail Sofa Front,female,https://files2.heygen.ai/avatar/v3/cfdab85e050048d2abc901bf882c89a7_39220/preview_target.webp,https://files2.heygen.ai/avatar/v3/cfdab85e050048d2abc901bf882c89a7_39220/preview_video_target.mp4
Abigail_sitting_sofa_side,Abigail Sofa Side,female,https://files2.heygen.ai/avatar/v3/e5e2683161894616b4cdf73d4f6ed6ea_39230/preview_target.webp,https://files2.heygen.ai/avatar/v3/e5e2683161894616b4cdf73d4f6ed6ea_39230/preview_video_target.mp4
Amanda_in_Blue_Shirt_Front,Amanda in Blue Shirt (Front),female,https://files2.heygen.ai/avatar/v3/74982c18df0f43fbbf304133b49b2170_35020/preview_target.webp,https://files2.heygen.ai/avatar/v3/74982c18df0f43fbbf304133b49b2170_35020/preview_video_target.mp4
Amanda_in_Blue_Shirt_Left,Amanda in Blue Shirt (Left),female,https://files2.heygen.ai/avatar/v3/df3a17e47a5c4cada4199c4bab4b4cff_35030/preview_target.webp,https://files2.heygen.ai/avatar/v3/df3a17e47a5c4cada4199c4bab4b4cff_35030/preview_video_target.mp4
Amanda_in_Blue_Shirt_Right,Amanda in Blue Shirt (Right),female,https://files2.heygen.ai/avatar/v3/912f2e54677a4f29b1dc877d20e3ce49_35040/preview_target.webp,https://files2.heygen.ai/avatar/v3/912f2e54677a4f29b1dc877d20e3ce49_35040/preview_video_target.mp4
Amelia_sitting_business_training_front,Amelia Business Training Front 2,female,https://files2.heygen.ai/avatar/v3/0233ba6aea01411ab07ddafbf97886f2_39260/preview_talk_2.webp,https://files2.heygen.ai/avatar/v3/0233ba6aea01411ab07ddafbf97886f2_39260/preview_video_talk_2.mp4
Amelia_standing_business_training_front,Amelia Business Training Front,female,https://files2.heygen.ai/avatar/v3/20cf0b98ae164abdb4a814dab98e69ca_39260/preview_talk_3.webp,https://files2.heygen.ai/avatar/v3/20cf0b98ae164abdb4a814dab98e69ca_39260/preview_video_talk_3.mp4
Amelia_sitting_business_training_side,Amelia Business Training Side 2,female,https://files2.heygen.ai/avatar/v3/af703fd4f280409c87ba7d5376ca8cb3_39270/preview_talk_3.webp,https://files2.heygen.ai/avatar/v3/af703fd4f280409c87ba7d5376ca8cb3_39270/preview_video_talk_3.mp4
Amelia_standing_business_training_side,Amelia Business Training Side,female,https://files2.heygen.ai/avatar/v3/16741476b7a549288bfefdf05ed8aa5d_39270/preview_talk_4.webp,https://files2.heygen.ai/avatar/v3/16741476b7a549288bfefdf05ed8aa5d_39270/preview_video_talk_4.mp4
Amelia_lying_lounge_front,Amelia Lounge Front 2,female,https://files2.heygen.ai/avatar/v3/d684929e24d545de9fd98ae031541265_39260/preview_talk_5.webp,https://files2.heygen.ai/avatar/v3/d684929e24d545de9fd98ae031541265_39260/preview_video_talk_5.mp4
Amelia_standing_lounge_front,Amelia Lounge Front,female,https://files2.heygen.ai/avatar/v3/5e0c02e028214c5d83a8fb6f93d8af8b_39260/preview_talk_4.webp,https://files2.heygen.ai/avatar/v3/5e0c02e028214c5d83a8fb6f93d8af8b_39260/preview_video_talk_4.mp4
Amelia_lying_lounge_side,Amelia Lounge Side 2,female,https://files2.heygen.ai/avatar/v3/373b306eb011498f86f1b02803baf9d9_39280/preview_target.webp,https://files2.heygen.ai/avatar/v3/373b306eb011498f86f1b02803baf9d9_39280/preview_video_target.mp4
Amelia_standing_lounge_side,Amelia Lounge Side,female,https://files2.heygen.ai/avatar/v3/a3a8835d393646f3af4154c470440004_39270/preview_target.webp,https://files2.heygen.ai/avatar/v3/a3a8835d393646f3af4154c470440004_39270/preview_video_target.mp4
Amelia_sitting_yoga_front,Amelia Yoga Front 2,female,https://files2.heygen.ai/avatar/v3/dea59fe8a4d34fb9a28bb24b30424fd3_39260/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/dea59fe8a4d34fb9a28bb24b30424fd3_39260/preview_video_talk_1.mp4
Amelia_standing_yoga_front,Amelia Yoga Front,female,https://files2.heygen.ai/avatar/v3/1f58c0f60faa4cb5bf6c465615e3fb18_39260/preview_target.webp,https://files2.heygen.ai/avatar/v3/1f58c0f60faa4cb5bf6c465615e3fb18_39260/preview_video_target.mp4
Amelia_sitting_yoga_side,Amelia Yoga Side 2,female,https://files2.heygen.ai/avatar/v3/2f6cd925494e4bafa15aec123bda28f0_39270/preview_talk_2.webp,https://files2.heygen.ai/avatar/v3/2f6cd925494e4bafa15aec123bda28f0_39270/preview_video_talk_2.mp4
Amelia_standing_yoga_side,Amelia Yoga Side,female,https://files2.heygen.ai/avatar/v3/b047b9088c09438a997a62ba0f06750e_39270/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/b047b9088c09438a997a62ba0f06750e_39270/preview_video_talk_1.mp4
Amy_standing_outdoor_front,Amy Outdoor Front,female,https://files2.heygen.ai/avatar/v3/d1686261ff904a379b032b8f41ed0628_37480/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/d1686261ff904a379b032b8f41ed0628_37480/preview_video_talk_1.mp4
Amy_standing_outdoor_side,Amy Outdoor Side,female,https://files2.heygen.ai/avatar/v3/fc4d76cc1a894dd3af35ccdf46ae3219_37490/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/fc4d76cc1a894dd3af35ccdf46ae3219_37490/preview_video_talk_1.mp4
Amy_sitting_sofa_front,Amy Sofa Front 2,female,https://files2.heygen.ai/avatar/v3/0150899ce4b34efeb7d1d103c1048414_37480/preview_target.webp,https://files2.heygen.ai/avatar/v3/0150899ce4b34efeb7d1d103c1048414_37480/preview_video_target.mp4
Amy_standing_sofa_front,Amy Sofa Front,female,https://files2.heygen.ai/avatar/v3/bc5e4c3817334bb7a8f85e1aece8d7a9_37480/preview_talk_2.webp,https://files2.heygen.ai/avatar/v3/bc5e4c3817334bb7a8f85e1aece8d7a9_37480/preview_video_talk_2.mp4
Amy_sitting_sofa_side,Amy Sofa Side 2,female,https://files2.heygen.ai/avatar/v3/2d45fa08de4b44cbb32c5c54d1bd8548_37490/preview_target.webp,https://files2.heygen.ai/avatar/v3/2d45fa08de4b44cbb32c5c54d1bd8548_37490/preview_video_target.mp4
Amy_standing_sofa_side,Amy Sofa Side,female,https://files2.heygen.ai/avatar/v3/cca66f3ac6fe48c6972b375692466ecc_37490/preview_talk_2.webp,https://files2.heygen.ai/avatar/v3/cca66f3ac6fe48c6972b375692466ecc_37490/preview_video_talk_2.mp4
Anja_standing_office_front,Anja Office Front,female,https://files2.heygen.ai/avatar/v3/f66130157ead439eb05bcf63b0469163_37110/preview_target.webp,https://files2.heygen.ai/avatar/v3/f66130157ead439eb05bcf63b0469163_37110/preview_video_target.mp4
Anja_standing_office_side,Anja Office Side ,female,https://files2.heygen.ai/avatar/v3/1b9dc9ae77684964b226b74075a59e22_37170/preview_target.webp,https://files2.heygen.ai/avatar/v3/1b9dc9ae77684964b226b74075a59e22_37170/preview_video_target.mp4
Anja_sitting_sofa_front,Anja Sofa Front,female,https://files2.heygen.ai/avatar/v3/00de8c52f5884155997a643d9732e669_37110/preview_talk_3.webp,https://files2.heygen.ai/avatar/v3/00de8c52f5884155997a643d9732e669_37110/preview_video_talk_3.mp4
Anja_sitting_sofa_side,Anja Sofa Side ,female,https://files2.heygen.ai/avatar/v3/347c5bbf9a1e40bc8fc76fe89887f1b5_37180/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/347c5bbf9a1e40bc8fc76fe89887f1b5_37180/preview_video_talk_1.mp4
Armando_Casual_Front_public,Armando Casual Front,male,https://files2.heygen.ai/avatar/v3/fa717f667b7b4e41b0d7e4fd320ab080_43280/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/fa717f667b7b4e41b0d7e4fd320ab080_43280/preview_video_talk_1.mp4
Armando_Casual_Side_public,Armando Casual Side,male,https://files2.heygen.ai/avatar/v3/36dff2ade72644a4a3103341a0bfe7d5_43290/preview_talk_2.webp,https://files2.heygen.ai/avatar/v3/36dff2ade72644a4a3103341a0bfe7d5_43290/preview_video_talk_2.mp4
Armando_Sweater_Front2_public,Armando Sweater Front 2,male,https://files2.heygen.ai/avatar/v3/7e412117419c468ab441a52e0db47ab6_43280/preview_talk_4.webp,https://files2.heygen.ai/avatar/v3/7e412117419c468ab441a52e0db47ab6_43280/preview_video_talk_4.mp4
Armando_Sweater_Front_public,Armando Sweater Front,male,https://files2.heygen.ai/avatar/v3/8d12122d6f83476e843394e69451c03a_43280/preview_talk_3.webp,https://files2.heygen.ai/avatar/v3/8d12122d6f83476e843394e69451c03a_43280/preview_video_talk_3.mp4
Armando_Sweater_Side2_public,Armando Sweater Side 2,male,https://files2.heygen.ai/avatar/v3/c6360c23d795460182cc96331161d74f_43290/preview_talk_4.webp,https://files2.heygen.ai/avatar/v3/c6360c23d795460182cc96331161d74f_43290/preview_video_talk_4.mp4
Armando_Sweater_Side_public,Armando Sweater Side,male,https://files2.heygen.ai/avatar/v3/6aa7211edc3048538569da077618e256_43290/preview_talk_3.webp,https://files2.heygen.ai/avatar/v3/6aa7211edc3048538569da077618e256_43290/preview_video_talk_3.mp4
Artur_standing_office_front,Artur Office Front 2,male,https://files2.heygen.ai/avatar/v3/ea847ee0ca44468fb6119d16396bf8f1_37890/preview_target.webp,https://files2.heygen.ai/avatar/v3/ea847ee0ca44468fb6119d16396bf8f1_37890/preview_video_target.mp4
Artur_sitting_office_front,Artur Office Front,male,https://files2.heygen.ai/avatar/v3/f0d69336d41f48359261cefc05678c38_37890/preview_talk_3.webp,https://files2.heygen.ai/avatar/v3/f0d69336d41f48359261cefc05678c38_37890/preview_video_talk_3.mp4
Artur_standing_office_side,Artur Office Side 2,male,https://files2.heygen.ai/avatar/v3/95cb5001e58e4ed986632d66826278cd_37900/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/95cb5001e58e4ed986632d66826278cd_37900/preview_video_talk_1.mp4
Artur_sitting_office_side,Artur Office Side,male,https://files2.heygen.ai/avatar/v3/aab51cd1942d42d6a15457516e682570_37910/preview_target.webp,https://files2.heygen.ai/avatar/v3/aab51cd1942d42d6a15457516e682570_37910/preview_video_target.mp4
Artur_standing_sofacasual_front,Artur Sofa Casual Front 2,male,https://files2.heygen.ai/avatar/v3/34590e9ed41648b997d90f8436b2b447_37890/preview_talk_2.webp,https://files2.heygen.ai/avatar/v3/34590e9ed41648b997d90f8436b2b447_37890/preview_video_talk_2.mp4
Artur_sitting_sofacasual_front,Artur Sofa Casual Front,male,https://files2.heygen.ai/avatar/v3/d97c6a964bbe4ccca11c99fe9d451618_37890/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/d97c6a964bbe4ccca11c99fe9d451618_37890/preview_video_talk_1.mp4
Artur_standing_sofacasual_side,Artur Sofa Casual Side 2,male,https://files2.heygen.ai/avatar/v3/3a119d8bef7942309046fafc809da3f3_37900/preview_target.webp,https://files2.heygen.ai/avatar/v3/3a119d8bef7942309046fafc809da3f3_37900/preview_video_target.mp4
Artur_sitting_sofacasual_side,Artur Sofa Causal Side,male,https://files2.heygen.ai/avatar/v3/37d7cd5b84d74a22bc7fc97eda3c3011_37900/preview_talk_2.webp,https://files2.heygen.ai/avatar/v3/37d7cd5b84d74a22bc7fc97eda3c3011_37900/preview_video_talk_2.mp4
Aubrey_sitting_sofa_side,Aubrey Sofa Side,female,https://files2.heygen.ai/avatar/v3/cabc74337c474348ab080ca75d55111b_39680/preview_target.webp,https://files2.heygen.ai/avatar/v3/cabc74337c474348ab080ca75d55111b_39680/preview_video_target.mp4
Aubrey_standing_night_scene_front,Aubrey Night Scene Front,female,https://files2.heygen.ai/avatar/v3/33fda333525e41b4bbff63fe17169507_39530/preview_target.webp,https://files2.heygen.ai/avatar/v3/33fda333525e41b4bbff63fe17169507_39530/preview_video_target.mp4
Aubrey_standing_outdoor_sport_front,Aubrey Outdoor Sport Front,female,https://files2.heygen.ai/avatar/v3/c4745b302cb848b7a9352ece1a6d1211_39400/preview_target.webp,https://files2.heygen.ai/avatar/v3/c4745b302cb848b7a9352ece1a6d1211_39400/preview_video_target.mp4
Aubrey_standing_outdoor_sport_side,Aubrey Outdoor Sport Side,female,https://files2.heygen.ai/avatar/v3/e18ecbc69acb465b905beb42597496dc_39500/preview_target.webp,https://files2.heygen.ai/avatar/v3/e18ecbc69acb465b905beb42597496dc_39500/preview_video_target.mp4
Aubrey_sitting_sofa_front,Aubrey Sofa Front,female,https://files2.heygen.ai/avatar/v3/21f4de0e5c484eaabc74729e0be42fb3_39570/preview_target.webp,https://files2.heygen.ai/avatar/v3/21f4de0e5c484eaabc74729e0be42fb3_39570/preview_video_target.mp4
August_Casual_Front2_public,August Casual Front 2,male,https://files2.heygen.ai/avatar/v3/7ee4b62fcfd2497592d0f7f564bad649_42700/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/7ee4b62fcfd2497592d0f7f564bad649_42700/preview_video_talk_1.mp4
August_Cool_Style_public,August Cool Style,male,https://files2.heygen.ai/avatar/v3/232789c980374dc39fc445cc2b4734ab_43140/preview_target.webp,https://files2.heygen.ai/avatar/v3/232789c980374dc39fc445cc2b4734ab_43140/preview_video_target.mp4
Bahar_Business_Sitting_Front_public,Bahar Business Sitting Front,female,https://files2.heygen.ai/avatar/v3/81bc1d34f34646c5a294b8861fb21bed_43180/preview_talk_2.webp,https://files2.heygen.ai/avatar/v3/81bc1d34f34646c5a294b8861fb21bed_43180/preview_video_talk_2.mp4
Bahar_Business_Sitting_Side_public,Bahar Business Sitting Side,female,https://files2.heygen.ai/avatar/v3/9e030e6461744e93b035a1c127d82516_43190/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/9e030e6461744e93b035a1c127d82516_43190/preview_video_talk_1.mp4
Bahar_Casual_Sitting_Front_public,Bahar Casual Sitting Front,female,https://files2.heygen.ai/avatar/v3/e9fbd6e6291044a5a74059166d17938a_43180/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/e9fbd6e6291044a5a74059166d17938a_43180/preview_video_talk_1.mp4
Bahar_Casual_Sitting_Side_public,Bahar Casual Sitting Side,female,https://files2.heygen.ai/avatar/v3/6f1c0a1b71304658bff0456a27671898_43190/preview_target.webp,https://files2.heygen.ai/avatar/v3/6f1c0a1b71304658bff0456a27671898_43190/preview_video_target.mp4
Bahar_Jacket_Casual_Front_public,Bahar Jacket Casual Front,female,https://files2.heygen.ai/avatar/v3/a806334b76254cb7b3d483c75b5eeee6_42880/preview_talk_2.webp,https://files2.heygen.ai/avatar/v3/a806334b76254cb7b3d483c75b5eeee6_42880/preview_video_talk_2.mp4
Bahar_Jacket_Casual_Side_public,Bahar Jacket Casual Side,female,https://files2.heygen.ai/avatar/v3/dbe58d21cb154a09a06e73d8db614c64_42890/preview_talk_2.webp,https://files2.heygen.ai/avatar/v3/dbe58d21cb154a09a06e73d8db614c64_42890/preview_video_talk_2.mp4
Bahar_Jacket_Front_public,Bahar Jacket Front,female,https://files2.heygen.ai/avatar/v3/2b05489f9bf14615854a09786646fcc7_43170/preview_target.webp,https://files2.heygen.ai/avatar/v3/2b05489f9bf14615854a09786646fcc7_43170/preview_video_target.mp4
Bahar_Jacket_Side_public,Bahar Jacket Side,female,https://files2.heygen.ai/avatar/v3/75429efd268945039288e4de35324817_42890/preview_talk_3.webp,https://files2.heygen.ai/avatar/v3/75429efd268945039288e4de35324817_42890/preview_video_talk_3.mp4
Berat_standing_indoor_front,Berat Indoor Front 2,male,https://files2.heygen.ai/avatar/v3/a8b8b04207104269b45867d8911cc5ae_36840/preview_target.webp,https://files2.heygen.ai/avatar/v3/a8b8b04207104269b45867d8911cc5ae_36840/preview_video_target.mp4
Berat_sitting_indoor_front,Berat Indoor Front,male,https://files2.heygen.ai/avatar/v3/190896214fa74092ae3b8a51a78bcd6a_36840/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/190896214fa74092ae3b8a51a78bcd6a_36840/preview_video_talk_1.mp4
Berat_standing_indoor_side,Berat Indoor Side 2,male,https://files2.heygen.ai/avatar/v3/ae5aed552f1143549b0ffc4a935b93b7_36850/preview_target.webp,https://files2.heygen.ai/avatar/v3/ae5aed552f1143549b0ffc4a935b93b7_36850/preview_video_target.mp4
Berat_sitting_indoor_side,Berat Indoor Side,male,https://files2.heygen.ai/avatar/v3/985188a6d38348a38cf75aeae4f35c93_36850/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/985188a6d38348a38cf75aeae4f35c93_36850/preview_video_talk_1.mp4
Berat_standing_office_front,Berat Office Front 2,male,https://files2.heygen.ai/avatar/v3/696bf477e22d4b51971a2e5d1f35192f_37360/preview_target.webp,https://files2.heygen.ai/avatar/v3/696bf477e22d4b51971a2e5d1f35192f_37360/preview_video_target.mp4
Berat_sitting_office_front,Berat Office Front,male,https://files2.heygen.ai/avatar/v3/1734c69cbbaf40dba6c31a201dffc086_37090/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/1734c69cbbaf40dba6c31a201dffc086_37090/preview_video_talk_1.mp4
Berat_standing_office_side,Berat Office Side 2,male,https://files2.heygen.ai/avatar/v3/b88ee6496cc74f21aeaea9a6d51f3998_37370/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/b88ee6496cc74f21aeaea9a6d51f3998_37370/preview_video_talk_1.mp4
Berat_sitting_office_side,Berat Office Side,male,https://files2.heygen.ai/avatar/v3/ee82213708334fada41000f7e3758c47_37100/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/ee82213708334fada41000f7e3758c47_37100/preview_video_talk_1.mp4
Blanka_sitting_lounge_front,Blanka Lounge Front,female,https://files2.heygen.ai/avatar/v3/51d99b18bdec4ad39b58ca10b9973473_38510/preview_target.webp,https://files2.heygen.ai/avatar/v3/51d99b18bdec4ad39b58ca10b9973473_38510/preview_video_target.mp4
Blanka_sitting_lounge_side,Blanka Lounge Side,female,https://files2.heygen.ai/avatar/v3/fb7baae003b44539b1d9f4a8b2b7f500_38520/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/fb7baae003b44539b1d9f4a8b2b7f500_38520/preview_video_talk_1.mp4
Blanka_standing_outfoorbusiness_front,Blanka Outdoor Business Front,female,https://files2.heygen.ai/avatar/v3/4df6714eaf9c41659b064af419016c9d_38350/preview_target.webp,https://files2.heygen.ai/avatar/v3/4df6714eaf9c41659b064af419016c9d_38350/preview_video_target.mp4
Blanka_standing_outfoorbusiness_side,Blanka Outdoor Business Side,female,https://files2.heygen.ai/avatar/v3/9ae8af02981248d998dd2f45e2366d3c_38370/preview_target.webp,https://files2.heygen.ai/avatar/v3/9ae8af02981248d998dd2f45e2366d3c_38370/preview_video_target.mp4
Blanka_lying_outfoorreading_front,Blanka Outdoor Reading Front,female,https://files2.heygen.ai/avatar/v3/3e62dc394fe8459aad0978193425a19e_38380/preview_target.webp,https://files2.heygen.ai/avatar/v3/3e62dc394fe8459aad0978193425a19e_38380/preview_video_target.mp4
Blanka_lying_outfoorreading_side,Blanka Outdoor Reading Side,female,https://files2.heygen.ai/avatar/v3/f7fc084722ab4cf49a60b961cc7a1aba_38390/preview_target.webp,https://files2.heygen.ai/avatar/v3/f7fc084722ab4cf49a60b961cc7a1aba_38390/preview_video_target.mp4
Blanka_sitting_picnic_front,Blanka Picnic Front,female,https://files2.heygen.ai/avatar/v3/edd66a35d1d24c70b96cf534dd8bf4f3_38350/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/edd66a35d1d24c70b96cf534dd8bf4f3_38350/preview_video_talk_1.mp4
Blanka_sitting_picnic_side,Blanka Picnic Side,female,https://files2.heygen.ai/avatar/v3/91746ac0ba6d4fc6945141a7fd7ba94f_39450/preview_target.webp,https://files2.heygen.ai/avatar/v3/91746ac0ba6d4fc6945141a7fd7ba94f_39450/preview_video_target.mp4
Bojan_sitting_businesstraining_front,Bojan Business Training Front 2,male,https://files2.heygen.ai/avatar/v3/391d7595784140d0b627958c1c93aff1_39290/preview_talk_2.webp,https://files2.heygen.ai/avatar/v3/391d7595784140d0b627958c1c93aff1_39290/preview_video_talk_2.mp4
Bojan_standing_businesstraining_front,Bojan Business Training Front,male,https://files2.heygen.ai/avatar/v3/2823b7672add411f9152b61e9a35cb3e_39290/preview_talk_3.webp,https://files2.heygen.ai/avatar/v3/2823b7672add411f9152b61e9a35cb3e_39290/preview_video_talk_3.mp4
Bojan_sitting_businesstraining_side,Bojan Business Training Side 2,male,https://files2.heygen.ai/avatar/v3/3c5516397fe54b60a88301e631a4ac01_39300/preview_talk_3.webp,https://files2.heygen.ai/avatar/v3/3c5516397fe54b60a88301e631a4ac01_39300/preview_video_talk_3.mp4
Bojan_standing_businesstraining_side,Bojan Business Training Side,male,https://files2.heygen.ai/avatar/v3/60cba321b0204363be5b256483187398_39300/preview_talk_2.webp,https://files2.heygen.ai/avatar/v3/60cba321b0204363be5b256483187398_39300/preview_video_talk_2.mp4
Bojan_lying_lounge_front,Bojan Lounge Front 2,male,https://files2.heygen.ai/avatar/v3/7c6fba3e91e34effa4dbab98b8bb9c14_39290/preview_talk_5.webp,https://files2.heygen.ai/avatar/v3/7c6fba3e91e34effa4dbab98b8bb9c14_39290/preview_video_talk_5.mp4
Bojan_standing_lounge_front,Bojan Lounge Front,male,https://files2.heygen.ai/avatar/v3/bad55976711c4992ab1fbc8cabaed126_39290/preview_talk_4.webp,https://files2.heygen.ai/avatar/v3/bad55976711c4992ab1fbc8cabaed126_39290/preview_video_talk_4.mp4
Bojan_lying_lounge_side,Bojan Lounge Side 2,male,https://files2.heygen.ai/avatar/v3/332cecb7cce14727b52a30ce699a542f_39310/preview_target.webp,https://files2.heygen.ai/avatar/v3/332cecb7cce14727b52a30ce699a542f_39310/preview_video_target.mp4
Bojan_standing_lounge_side,Bojan Lounge Side,male,https://files2.heygen.ai/avatar/v3/9945877106754f28a3bfe27533dce139_39300/preview_talk_4.webp,https://files2.heygen.ai/avatar/v3/9945877106754f28a3bfe27533dce139_39300/preview_video_talk_4.mp4
Bojan_sitting_sport_front,Bojan Sport Front 2,male,https://files2.heygen.ai/avatar/v3/cb0ae5ed511f4f38abe47351d7aa7619_39290/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/cb0ae5ed511f4f38abe47351d7aa7619_39290/preview_video_talk_1.mp4
Bojan_standing_sport_front,Bojan Sport Front,male,https://files2.heygen.ai/avatar/v3/365e65ba93b24697ab9be6b5c7535888_39290/preview_target.webp,https://files2.heygen.ai/avatar/v3/365e65ba93b24697ab9be6b5c7535888_39290/preview_video_target.mp4
Bojan_sitting_sport_side,Bojan Sport Side 2,male,https://files2.heygen.ai/avatar/v3/0e68f5d5255648a685618487017b58a4_39300/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/0e68f5d5255648a685618487017b58a4_39300/preview_video_talk_1.mp4
Bojan_standing_sport_side,Bojan Sport Side,male,https://files2.heygen.ai/avatar/v3/721015cf222c44da922c7fe1d4ebcb5d_39300/preview_target.webp,https://files2.heygen.ai/avatar/v3/721015cf222c44da922c7fe1d4ebcb5d_39300/preview_video_target.mp4
Bradley_Blue_Polo_Front,Bradley in Blue Polo (Front),male,https://files2.heygen.ai/avatar/v3/c422d0fd8a0645458a084b68e3223a5b_34490/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/c422d0fd8a0645458a084b68e3223a5b_34490/preview_video_talk_1.mp4
Bradley_Blue_Polo_Left,Bradley in Blue Polo (Left),male,https://files2.heygen.ai/avatar/v3/49f1225a81254457961a2a7baf887a28_34500/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/49f1225a81254457961a2a7baf887a28_34500/preview_video_talk_1.mp4
Bradley_Blue_Polo_Right,Bradley in Blue Polo (Right),male,https://files2.heygen.ai/avatar/v3/9cbd922a3e324a1081a8b409a7c601b4_34510/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/9cbd922a3e324a1081a8b409a7c601b4_34510/preview_video_talk_1.mp4
Brent_standing_office_front,Brent Office Front 2,male,https://files2.heygen.ai/avatar/v3/d018125159b44e01847bc192c85a2e8b_36800/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/d018125159b44e01847bc192c85a2e8b_36800/preview_video_talk_1.mp4
Brent_sitting_office_front,Brent Office Front,male,https://files2.heygen.ai/avatar/v3/032a89b9f70440a49aade4e7a9069229_36790/preview_talk_9.webp,https://files2.heygen.ai/avatar/v3/032a89b9f70440a49aade4e7a9069229_36790/preview_video_talk_9.mp4
Brent_standing_office_side,Brent Office Side 2,male,https://files2.heygen.ai/avatar/v3/e543f891e849403fb1836d43c2ae9a6c_36810/preview_target.webp,https://files2.heygen.ai/avatar/v3/e543f891e849403fb1836d43c2ae9a6c_36810/preview_video_target.mp4
Brent_sitting_office_side,Brent Office Side,male,https://files2.heygen.ai/avatar/v3/48ab1b4af8564d1888bbc1aa4023c573_36780/preview_talk_9.webp,https://files2.heygen.ai/avatar/v3/48ab1b4af8564d1888bbc1aa4023c573_36780/preview_video_talk_9.mp4
Brent_standing_sofa_front,Brent Sofa Front 2 ,male,https://files2.heygen.ai/avatar/v3/be2ac871f6b14a23b752e3e20b6ed9f5_36720/preview_talk_2.webp,https://files2.heygen.ai/avatar/v3/be2ac871f6b14a23b752e3e20b6ed9f5_36720/preview_video_talk_2.mp4
Brent_sitting_sofa_front,Brent Sofa Front,male,https://files2.heygen.ai/avatar/v3/3eda8aa23aec402f82b7c7f4b1c276fa_36700/preview_talk_1.webp,https://files2.heygen.ai/avatar/v3/3eda8aa23aec402f82b7c7f4b1c276fa_36700/preview_video_talk_1.mp4
Brent_standing_sofa_side,Brent Sofa Side 2 ,male,https://files2.heygen.ai/avatar/v3/d4c9b1afb4c64f8b87c2f7ce8ba5b5ea_36730/preview_talk_3.webp,https://files2.heygen.ai/avatar/v3/d4c9b1afb4c64f8b87c2f7ce8ba5b5ea_36730/preview_video_talk_3.mp4
